correct,questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",17212.0,122853.0,5.0,survey-multi-choice,62
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",30308.0,1305203.0,159.0,survey-multi-choice,62
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",12378.0,88828.0,3.0,survey-multi-choice,63
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9220.0,129603.0,5.0,survey-multi-choice,63
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",19428.0,801546.0,159.0,survey-multi-choice,63
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""yellow""]",25197.0,167544.0,3.0,survey-multi-choice,64
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9295.0,201243.0,5.0,survey-multi-choice,64
"[True, False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""yellow""]",20384.0,86187.0,3.0,survey-multi-choice,65
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",3996.0,100218.0,5.0,survey-multi-choice,65
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",7516.0,119825.0,7.0,survey-multi-choice,65
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",11171.0,932426.0,161.0,survey-multi-choice,65
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",45907.0,110825.0,3.0,survey-multi-choice,66
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",15434.0,620806.0,157.0,survey-multi-choice,66
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",20656.0,34627.0,3.0,survey-multi-choice,67
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",19728.0,93190.0,5.0,survey-multi-choice,67
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",27366.0,1306645.0,159.0,survey-multi-choice,67
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",22259.0,397889.0,3.0,survey-multi-choice,68
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",36356.0,1305937.0,157.0,survey-multi-choice,68
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",23442.0,70420.0,3.0,survey-multi-choice,69
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",21646.0,109116.0,3.0,survey-multi-choice,70
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",10839.0,145305.0,5.0,survey-multi-choice,70
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",10165.0,775731.0,159.0,survey-multi-choice,70
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",32411.0,158176.0,3.0,survey-multi-choice,71
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",14868.0,194006.0,5.0,survey-multi-choice,71
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",13970.0,1157544.0,159.0,survey-multi-choice,71
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",27412.0,107114.0,3.0,survey-multi-choice,72
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",11691.0,136699.0,5.0,survey-multi-choice,72
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",34858.0,1055350.0,159.0,survey-multi-choice,72
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",38464.0,148356.0,3.0,survey-multi-choice,73
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",16675.0,1150491.0,157.0,survey-multi-choice,73
"[False, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""p (no)"",""blue""]",12762.0,78439.0,3.0,survey-multi-choice,74
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",14903.0,137132.0,5.0,survey-multi-choice,74
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",18425.0,295157.0,7.0,survey-multi-choice,74
"[False, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""p (no)"",""blue""]",3729.0,308226.0,9.0,survey-multi-choice,74
"[False, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""q (yes)"",""blue""]",4086.0,320464.0,11.0,survey-multi-choice,74
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",3813.0,327355.0,13.0,survey-multi-choice,74
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",30391.0,1326718.0,167.0,survey-multi-choice,74
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",17022.0,59256.0,3.0,survey-multi-choice,75
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",5761.0,74670.0,5.0,survey-multi-choice,75
"[False, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""q (yes)"",""blue""]",7061.0,94253.0,7.0,survey-multi-choice,75
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",5474.0,104375.0,9.0,survey-multi-choice,75
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",11827.0,659804.0,163.0,survey-multi-choice,75
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",44523.0,105188.0,3.0,survey-multi-choice,76
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",31676.0,1250936.0,157.0,survey-multi-choice,76
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",23972.0,94453.0,3.0,survey-multi-choice,77
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",10801.0,131826.0,5.0,survey-multi-choice,77
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",37104.0,877969.0,159.0,survey-multi-choice,77
"[True, False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""green""]",76593.0,146080.0,3.0,survey-multi-choice,78
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",12470.0,183703.0,5.0,survey-multi-choice,78
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",12562.0,213449.0,7.0,survey-multi-choice,78
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",14683.0,1094600.0,161.0,survey-multi-choice,78
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",89392.0,245442.0,3.0,survey-multi-choice,79
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",29855.0,1377734.0,157.0,survey-multi-choice,79
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",101402.0,214035.0,3.0,survey-multi-choice,80
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",19769.0,1362980.0,157.0,survey-multi-choice,80
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",17698.0,91791.0,3.0,survey-multi-choice,81
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",25374.0,121120.0,5.0,survey-multi-choice,81
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",12091.0,1091347.0,159.0,survey-multi-choice,81
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",11881.0,55368.0,3.0,survey-multi-choice,82
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",10772.0,77992.0,5.0,survey-multi-choice,82
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",16499.0,677943.0,159.0,survey-multi-choice,82
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",104573.0,193366.0,3.0,survey-multi-choice,83
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",14251.0,1304284.0,157.0,survey-multi-choice,83
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",13226.0,160747.0,3.0,survey-multi-choice,84
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",20357.0,1573295.0,157.0,survey-multi-choice,84
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",22542.0,169609.0,3.0,survey-multi-choice,85
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",16637.0,215924.0,5.0,survey-multi-choice,85
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",17761.0,1471949.0,159.0,survey-multi-choice,85
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",34480.0,140464.0,3.0,survey-multi-choice,86
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",26487.0,1616283.0,157.0,survey-multi-choice,86
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",15568.0,167552.0,3.0,survey-multi-choice,87
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",17235.0,73097.0,3.0,survey-multi-choice,88
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",11238.0,103589.0,5.0,survey-multi-choice,88
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",22073.0,542432.0,159.0,survey-multi-choice,88
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",8877.0,50526.0,3.0,survey-multi-choice,89
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",4970.0,66782.0,5.0,survey-multi-choice,89
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",49727.0,159681.0,3.0,survey-multi-choice,90
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",20925.0,1309145.0,157.0,survey-multi-choice,90
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",59578.0,159805.0,3.0,survey-multi-choice,91
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",15603.0,1261151.0,157.0,survey-multi-choice,91
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",17664.0,81714.0,3.0,survey-multi-choice,92
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",19962.0,115771.0,5.0,survey-multi-choice,92
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",11291.0,143684.0,7.0,survey-multi-choice,92
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",16802.0,1420117.0,161.0,survey-multi-choice,92
"[True, False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""yellow""]",11638.0,60820.0,3.0,survey-multi-choice,93
